19.564501,-155.261993
42.386799,-71.233597
46.735298,-116.870102
47.449699,-121.834702
41.833698,-87.697197
41.7402,-88.154099
47.602798,-122.156799
39.743801,-104.843697
61.287601,-149.487
37.240601,-121.745697
39.699501,-104.781502
38.404598,-85.788002
40.4025,-80.166901
47.484699,-122.112396
37.541401,-121.979301
42.0294,-87.888802
40.2174,-104.712196
40.766201,-73.978996
40.881901,-77.867798
37.1791,-80.351501
51.966702,7.6333
47.432301,-121.803398
42.364799,-71.896896
37.866798,-122.253601
32.692699,-96.623001
33.610001,-101.821297
49.0047,8.3858
55.650002,12.5167
48.150002,11.5833
55.950001,-3.2
35.315201,-120.554497
52.766701,4.6667
33.456699,-88.783699
40.852001,-72.886803
55.666698,12.5833
51.700001,-1.35
52.349998,4.9167
52.216702,6.9
47.678799,-122.121002
50.733299,7.1
45.416698,-75.699997
54.650002,-6.2167
35.685001,139.751404
50.766701,6.1
42.614899,-73.970802
60,-95
51.4333,-1
47.615501,-122.207199
50.883301,4.7
50.9333,6.95
50.866699,12.05
41.0541,-73.536201
28.7577,-81.350899
42.796001,-90.644997
59.616699,16.549999
33.752899,-116.055603
52.6833,1.2833
38.931801,-77.352699
38.8955,-77.019997
57.133301,-2.1
54.083302,12.1333
40.349201,-74.652802
42.380402,-71.132896
45.0788,-93.187202
40.728199,-74.064499
40.331001,-74.679398
39.839401,-74.945602
40.421398,-80.031601
42.342602,-71.019699
48.200001,16.366699
52.166698,11.6667
53.549999,10
49.883301,-97.166801
-23.5333,-46.616699
-37.8167,144.966705
50.700001,-3.5333
50.133301,8.55
52.083302,5.1333
52,4.3667
40.0499,-75.637001
58.4776,-134.157898
54.650002,-5.7
40.202301,-85.408203
43.766701,11.25
51.516701,7.45
45.166698,5.7167
-27,133
51.5,-0.1167
45.466702,9.2
52.200001,0.1167
-33.900002,18.6
37.1894,-121.705299
34.356201,-119.146202
39.928902,116.388298
35.201698,-89.971603
53.549999,-113.5
51.75,-1.25
42.488899,-87.926003
34.206001,-93.589302
42.293701,-79.418098
50.083302,5.8167
40.735401,-73.996803
33.521099,-86.867699
43.4333,-79.666801
34.958,-81.125504
40.552898,-74.457703
46.816502,-100.780502
37.769501,-122.158699
35.376701,-80.535698
35.751202,-78.707298
42.3451,-71.107697
36.163799,-86.790703
38,-97
51,9
54,-2
42.4464,-71.459396
39.734402,-84.194397
47.166698,13.75
51.9333,-2.1
51.416698,-0.75
47.349998,8.4333
52.516701,13.4
53.166698,8.2
48.416698,15.6
45.799999,16
48.583302,7.75
49.349998,0.9667
44.833302,-0.5667
58.0667,15.2167
51.450001,-2.5833
58.3661,26.736099
53,-2.1833
50.083302,14.4667
44.4333,26.1
51.3167,-0.5333
53.333099,-6.2489
53.333302,-2.6333
52.416698,-1.55
60.175598,24.9342
47.5,19.0833
49.75,6.1667
42.5,1.5166
53.733299,-2.15
59.433899,24.7281
47,8
56.116699,12.3167
49.3064,8.6453
54.533298,-1.5667
53.200001,-2.9167
55.549999,-3.85
55.752201,37.615601
59.916698,10.75
52.799999,-2.1
11,-61
-26.200001,28.0833
39.641701,-84.274696
43.854599,-91.132103
39.718498,-105.245697
39.799999,-86.138298
45.450001,-73.75
44.975899,-93.271797
43.4786,-116.137802
-33.450001,-70.666702
-6.1744,106.829399
-31.9333,115.833298
14.6,120.966698
36,138
-33.883301,151.216705
-33.8167,151.100006
-27.5,153.016693
41.178299,-111.938202
41.623299,-88.022499
39.9744,-82.975899
40.067799,-105.274803
36.169998,-119.746201
9,-80
34.326801,-82.430801
32.7812,-96.790298
25.767401,-80.235001
32.934502,-96.121902
51.083302,-114.083298
33.096699,-96.805298
42.412201,-79.319298
30.442699,-97.597
30.310101,-97.767799
39.0373,-77.480598
37.509499,-121.958298
30.421101,-89.082497
49.25,-122.949997
32.7714,-97.291496
33.6474,-96.659698
35.475201,-97.518898
41.585201,-71.264198
30.663799,-88.150002
26.228399,-80.202103
28.0109,-82.774002
38.9007,-77.039902
42.258499,-74.022003
42.448399,-71.300797
37.7729,-122.564499
-35.283298,149.216705
20,77
-41,174
-36.866699,174.766693
53.766701,-2.35
31.8969,34.8186
41.900002,12.4832
52.366699,9.7167
53.900002,-1.6167
51.833302,5.8667
48.866699,2.3333
39,22
62,15
50.349998,10.25
51.216702,4.4167
37.983299,23.7332
47.5667,7.6
53.650002,-0.6833
53.799999,-1.5833
51.416698,-0.2833
43.366699,-8.3833
25.286699,51.533298
59.966702,18.85
51.883301,-0.4167
51.633301,-3.9667
52.633301,-1.1333
59.333302,18.049999
53.366699,-1.5
51.766701,-0.3
46.966702,32
50.833302,4.3333
54.333302,10.1333
45.049999,7.6667
51.8167,-0.8
38.716702,-9.1333
54.6833,25.3167
50.450001,13.4333
47.366699,8.55
45.75,4.85
47.266701,11.4
52.150002,5.3833
52.599998,19.1
57.049999,9.9333
49.365299,8.5831
40.400002,-3.6833
33.8144,-118.2882
38.0658,-78.903397
49.25,-123.133301
43.666698,-79.416801
46.150002,-60.166698
27.3269,-82.543297
47.497398,-122.010696
32.2146,-111.046097
44.952801,-93.437202
39.110298,-84.486099
41.2327,-85.826302
33.817799,-84.419098
47.620499,-122.178902
26.1199,-80.228897
34.072498,-84.2575
50.116699,8.6833
53.333302,6
39.650002,-7.9833
51.016701,-1.3167
25.2521,55.279999
51.883301,8.5167
54.099998,13.3833
52.083302,1.1667
51.049999,13.75
50.083302,19.9167
1.3667,103.800003
2.5,112.5
43.641499,-116.2901
33.786598,-118.298698
33.7794,-118.253799
39.169601,-84.500504
49.75,-56.033298
40.885899,-79.933998
35.8158,-83.987701
32.811298,-83.569504
36.132801,-88.516502
35.641102,-79.843201
42.631401,-73.926102
45.5,-73.583298
32.907299,-85.077499
44.650002,-63.599998
-34.533298,-58.549999
28.5137,-81.305901
32.8255,-79.959602
42.5742,-84.838501
42.386101,-71.1661
48.4333,-123.349998
33.819099,-80.906601
35.159698,-89.958702
33.002899,-96.922798
47.953701,-122.1138
39.216702,9.1167
52.25,21
51.666698,-1.2833
49.700001,13.2667
62,10
56.099998,10.15
50,8.7
53.5,-2.2167
51.5,-0.3167
52.466702,-1.9167
53.416698,-3
48.900002,2.2833
41.061501,-74.018303
37.283298,-121.9179
40.314098,-78.871002
38.637001,-77.638298
37.769001,-122.3937
41.539398,-90.5905
36.030102,-115.233101
43.0709,-89.402702
37.790699,-122.401703
37.7691,-122.443901
35.489101,-97.489197
29.7918,-95.398399
41.5401,-72.818901
42.9744,-78.794899
35.234402,-80.818199
38.9814,-77.472298
40.347,-79.500702
40.340599,-75.576202
40.3736,-82.775497
35.656601,-105.946198
40.730202,-73.988602
47.507099,-116.000397
37.661701,-77.531601
42.556,-83.119301
35.810501,-78.630798
